rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
First sentence of Javadoc is incomplete (period is missing) or not present.;4959;83;4876;0.3;0.9995160314579552;9.878966496403875e-05;0.9759036144578314;0.0;0.9951219512195122;0.00597436522630044;0.9854101995565412;0.002932870202002029
Line contains a tab character.;4959;3442;1517;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
Incorrect indentation level;4959;2426;2533;0.3;0.9938092357330106;0.0004234724742891528;0.9956718878812861;0.0004608549005564236;0.991707072868099;0.0006521696943614798;0.9936853909726887;0.0004310877301703456
<p> tag should be placed immediately before the first word, with no space after.;4959;3;4956;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
<p> tag should be preceded with an empty line.;4959;3;4956;0.3;0.9996571889493848;0.00012912127923842053;0.9333333333333332;0.13333333333333336;0.6566666666666666;0.08504900548115384;0.7666666666666666;0.09053882543729304
'}' should be on the same line as the next part of a multi-block statement;4959;17;4942;0.3;0.9990723936277476;9.878966496398437e-05;0.9;0.026956327617387303;0.8408668730650154;0.014374352168872558;0.8691876750700279;0.014860025379705955
Wrong lexicographical order for import;4959;8;4951;0.3;0.9969147005444647;9.24092699124046e-05;0.125;0.0;0.10777777777777778;0.00509175077217315;0.11568627450980393;0.0029951475130430283
Line is longer than 100 characters;4959;94;4865;0.3;0.9928816293607582;0.00025586968220307245;0.7627659574468085;0.01263227881599779;0.8466107372560318;0.008668676663941983;0.8024259689624043;0.007840066824505205
Missing a Javadoc comment.;4959;14;4945;0.3;0.999395039322444;0.0;0.8571428571428571;0.0;0.9230769230769231;0.0;0.888888888888889;0.0
Abbreviation in name must contain no more than '2' consecutive capital letters;4959;21;4938;0.3;0.9971365194595686;0.0001509037058590115;0.7904761904761906;0.023328473740792197;0.6289877899877899;0.015461957573390053;0.7003891427061111;0.01568046743406181
Member name must match pattern '^[a-z][a-z0-9][a-zA-Z0-9]*$';4959;7;4952;0.3;0.9995966928816294;1.1102230246251565e-16;0.8571428571428571;0.0;0.8571428571428571;0.0;0.8571428571428571;0.0
At-clause should have a non-empty description.;4959;15;4944;0.3;0.9997983464408146;1.1102230246251565e-16;0.9333333333333333;0.0;1.0;0.0;0.9655172413793103;1.1102230246251565e-16
Whitespace around a symbol is not followed by whitespace;4959;12;4947;0.3;0.9979632990522284;0.0002290344160435834;0.75;0.0;0.561859243697479;0.04056649931459177;0.6416281419729697;0.026220157287736065
'(' is followed by whitespace.;4959;10;4949;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
')' is preceded with whitespace.;4959;10;4949;0.3;0.9999193385763258;9.878966496403874e-05;0.96;0.04898979485566355;1.0;0.0;0.9789473684210528;0.025784102555612372
"switch without ""default"" clause.";4959;1;4958;0.3;0.9995361968138738;9.24092699124046e-05;0.0;0.0;0.0;0.0;0.0;0.0
Whitespace around a symbol is not preceded by whitespace;4959;5;4954;0.3;0.9998991732204073;0.00010082677959266652;0.9;0.09999999999999998;1.0;0.0;0.9444444444444444;0.055555555555555525
Symbol should be on a new line;4959;2;4957;0.3;0.9992740471869329;0.00013376183869149506;0.0;0.0;0.0;0.0;0.0;0.0
Overload methods should not be split;4959;3;4956;0.3;0.9988909054244808;0.00010082677959266652;0.0;0.0;0.0;0.0;0.0;0.0
Empty line should be followed by <p> tag on the next line.;4959;2;4957;0.3;0.999435370034281;8.06614236741332e-05;0.0;0.0;0.0;0.0;0.0;0.0
Top-level class BookmarkStack has to reside in its own source file.;4959;1;4958;0.3;0.9997983464408146;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
'static' modifier out of order with the JLS suggestions.;4959;1;4958;0.3;0.9997176850171405;9.878966496403875e-05;0.0;0.0;0.0;0.0;0.0;0.0
Empty catch block.;4959;1;4958;0.3;0.9995966928816294;1.1102230246251565e-16;0.0;0.0;0.0;0.0;0.0;0.0
'if' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'CTOR_DEF' should be separated from previous statement.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'else' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
'for' construct must use '{}'s.;4959;0;4959;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
