rule;n;n_pos;n_neg;subset;acc;acc_std;rec;rec_std;prec;prec_std;fscore;fscore_std
Name must match pattern '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$';15122;17;15105;0.3;0.9993387118106071;6.612881893930388e-05;0.8823529411764707;1.1102230246251565e-16;0.6534443817052513;0.029245489378879195;0.7504764490964748;0.019063146835707017
Expected @param tag;15123;170;14953;0.3;0.9944190967400648;0.00018277160564815397;0.7605882352941176;0.014420765496625012;0.7473478787566211;0.005314177647385032;0.7538772389629079;0.009562523267657178
Avoid inline conditionals.;15122;51;15071;0.3;0.9999338711810607;0.0;1.0;0.0;0.9807692307692306;1.1102230246251565e-16;0.9902912621359222;0.0
Symbol is followed by whitespace.;15122;16;15106;0.3;0.9986774236212141;0.00016198186369419083;0.43125;0.01875;0.3958102789023842;0.05418286949387541;0.4101418750917377;0.027270128028499742
Symbol is preceded with whitespace.;15123;11;15112;0.3;0.9999338755537922;0.0;0.909090909090909;1.1102230246251565e-16;1.0;0.0;0.9523809523809523;0.0
"switch without ""default"" clause.";15122;0;15122;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Symbol is not preceded with whitespace.;15122;12;15110;0.3;0.9988295199047746;0.00013568499225418806;0.37500000000000006;0.04166666666666669;0.31183773742597276;0.047337275218457486;0.33815629425824334;0.03540770698848747
Unused import;15123;13;15110;0.3;0.9979303048336969;9.830105632029846e-05;0.07692307692307691;1.3877787807814457e-17;0.04953444216602111;0.003739084131244918;0.06018200095287383;0.0027331699604727934
Expected an @return tag.;15122;82;15040;0.3;0.9974408147070493;8.896722686859484e-05;0.8109756097560975;0.014684871437551542;0.7416103457712274;0.011415342919250534;0.7745966378722517;0.007433529462557417
Avoid nested blocks.;15122;3;15119;0.3;0.9998611294802275;7.510790035446562e-05;0.6666666666666667;1.1102230246251565e-16;0.73;0.2396525262402492;0.6771428571428573;0.11603424312775645
Magic number;15123;8;15115;0.3;0.9989750710837797;9.467579887111223e-05;0.65;0.09354143466934853;0.2905499656002752;0.037842810429623584;0.40118477818477816;0.052496476493270425
Symbol should be on a new line.;15122;19;15103;0.3;0.9993519375743949;5.764976780242484e-05;0.7736842105263158;0.024118819447136022;0.7288167388167388;0.02912744433250331;0.7501284586650441;0.019783756714373792
File does not end with a newline.;15122;0;15122;0.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Redundant 'public' modifier.;15122;11;15111;0.3;0.99888903584182;6.479274547762875e-05;0.40909090909090906;0.04545454545454544;0.304288138332256;0.028607789502846283;0.3485461945461945;0.03316465895036267
Expected @throws tag;15122;25;15097;0.3;0.9993056474011375;5.331475828792347e-05;0.784;0.019595917942265444;0.7945431235431236;0.02717386940307291;0.7888158497441531;0.014536840850143512
'static' modifier out of order with the JLS suggestions.;15122;4;15118;0.3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
First sentence should end with a period.;15122;22;15100;0.3;0.998882422959926;8.072051061849788e-05;0.5272727272727271;0.030151134457776355;0.6420214138286895;0.03645341081461229;0.5785201277113986;0.0283614822083141
